,BR,DEP_TIME,FG,HourlyAltimeterSetting,HourlyDewPointTemperature,HourlyDryBulbTemperature,HourlyPrecipitation,HourlyRelativeHumidity,HourlySeaLevelPressure,HourlyStationPressure,HourlyVisibility,HourlyWetBulbTemperature,HourlyWindSpeed,RA,SN,Unnamed: 0,sky
61,0.0,0.0,0.0,0.0,-3.0,13.0,0.0,49.0,0.0,30.37,10.0,10.0,24.0,0.0,0.0,0.0,1.0
17785,0.0,9.0,0.0,30.3,24.0,39.0,0.0,55.0,30.3,30.27,10.0,33.0,20.0,0.0,0.0,8389.0,2.0
9758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5312,0.0,0.0,0.0,0.0,20.0,36.0,0.0,52.0,0.0,29.98,10.0,30.0,8.0,0.0,0.0,0.0,2.0
3098,0.0,0.0,1.0,0.0,50.0,50.0,0.0,100.0,0.0,29.91,0.12,50.0,17.0,0.0,0.0,0.0,5.0
8576,0.0,0.0,0.0,0.0,37.0,43.0,0.0,80.0,0.0,30.22,10.0,40.0,10.0,0.0,0.0,0.0,2.0
20004,0.0,6.0,0.0,30.37,32.0,33.0,0.0,96.0,30.37,30.35,10.0,33.0,3.0,0.0,0.0,10696.0,2.0
9500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16961,0.0,6.0,0.0,29.3,47.0,49.0,0.0,93.0,29.3,29.28,10.0,48.0,20.0,0.0,0.0,7469.0,3.0
17025,0.0,18.0,0.0,29.86,29.0,43.0,0.0,58.0,29.86,29.83,10.0,37.0,26.0,0.0,0.0,7548.0,3.0
5164,0.0,0.0,0.0,0.0,13.0,26.0,0.0,57.0,0.0,30.03,10.0,22.0,11.0,0.0,0.0,0.0,0.0
8094,1.0,0.0,0.0,0.0,47.0,50.0,0.03,89.0,0.0,30.25,5.0,49.0,5.0,1.0,0.0,0.0,1.0
18062,0.0,22.0,0.0,30.5,31.0,38.0,0.0,76.0,30.5,30.47,10.0,35.0,11.0,0.0,0.0,8666.0,1.0
9132,0.0,0.0,0.0,0.0,8.0,22.0,0.0,55.0,0.0,30.19,10.0,18.0,18.0,0.0,0.0,0.0,0.0
6822,0.0,0.0,0.0,0.0,29.0,42.0,0.0,60.0,0.0,29.87,10.0,37.0,17.0,0.0,0.0,0.0,3.0
13566,0.0,3.0,0.0,30.19,20.0,28.0,0.0,72.0,30.19,30.16,10.0,25.0,6.0,0.0,0.0,3667.0,0.0
7672,0.0,0.0,0.0,0.0,1.0,25.0,0.0,35.0,0.0,30.61,10.0,19.0,7.0,0.0,0.0,0.0,1.0
16989,0.0,1.0,0.0,29.23,49.0,49.0,0.0,100.0,29.23,29.21,7.0,49.0,17.0,0.0,0.0,7502.0,1.0
14254,0.0,13.0,0.0,30.41,36.0,38.0,0.01,93.0,30.41,30.38,10.0,37.0,6.0,0.0,0.0,4432.0,1.0
3132,0.0,0.0,1.0,0.0,45.0,45.0,0.0,100.0,0.0,30.06,0.25,45.0,10.0,0.0,0.0,0.0,5.0
16457,0.0,4.0,0.0,30.11,33.0,34.0,0.0,97.0,30.11,30.09,10.0,34.0,0.0,0.0,0.0,6884.0,2.0
13499,0.0,1.0,0.0,30.21,21.0,28.0,0.0,75.0,30.21,30.19,10.0,26.0,6.0,0.0,0.0,3600.0,0.0
15191,0.0,15.0,0.0,29.7,27.0,45.0,0.0,49.0,29.7,29.67,10.0,38.0,29.0,0.0,0.0,5559.0,3.0
16426,0.0,22.0,0.0,29.85,51.0,52.0,0.01,97.0,29.85,29.83,10.0,51.0,15.0,0.0,0.0,6853.0,1.0
18733,0.0,18.0,0.0,30.58,32.0,38.0,0.0,79.0,30.58,30.55,10.0,36.0,6.0,0.0,0.0,9339.0,1.0
13209,0.0,15.0,0.0,30.13,20.0,38.0,0.0,48.0,30.13,30.11,10.0,32.0,10.0,0.0,0.0,3310.0,1.0
14184,0.0,3.0,0.0,30.34,19.0,32.0,0.0,59.0,30.34,30.32,10.0,28.0,11.0,0.0,0.0,4343.0,1.0
3451,0.0,0.0,0.0,0.0,13.0,27.0,0.0,55.0,0.0,30.14,10.0,23.0,18.0,0.0,0.0,0.0,1.0
19510,0.0,13.0,0.0,30.2,28.0,37.0,0.0,70.0,30.2,30.17,10.0,34.0,3.0,0.0,0.0,10188.0,1.0
14961,1.0,5.0,0.0,30.03,40.0,41.0,0.13,96.0,30.03,30.01,6.0,41.0,21.0,1.0,0.0,5229.0,3.0
8692,0.0,0.0,0.0,0.0,30.0,35.0,0.0,82.0,0.0,29.91,10.0,33.0,8.0,0.0,0.0,0.0,3.0
457,0.0,0.0,0.0,0.0,4.0,20.0,0.0,50.0,0.0,30.42,10.0,16.0,15.0,0.0,0.0,0.0,1.0
11443,0.0,11.0,0.0,30.06,23.0,36.0,0.0,59.0,30.05,30.03,10.0,31.0,11.0,0.0,0.0,1522.0,1.0
8816,0.0,0.0,0.0,0.0,27.0,34.0,0.0,75.0,0.0,29.93,10.0,31.0,7.0,0.0,0.0,0.0,1.0
5962,0.0,0.0,0.0,0.0,29.0,35.0,0.0,78.0,0.0,30.06,10.0,33.0,7.0,0.0,0.0,0.0,1.0
12503,0.0,13.0,0.0,30.45,17.0,37.0,0.0,44.0,30.45,30.42,10.0,30.0,16.0,0.0,0.0,2583.0,2.0
19634,0.0,22.0,0.0,30.29,33.0,35.0,0.0,93.0,30.29,30.27,10.0,34.0,0.0,0.0,0.0,10312.0,1.0
63,0.0,0.0,0.0,0.0,-5.0,7.0,0.0,57.0,0.0,30.34,10.0,5.0,16.0,0.0,0.0,0.0,1.0
11090,0.0,10.0,0.0,29.96,23.0,40.0,0.0,51.0,29.96,29.93,10.0,34.0,21.0,0.0,0.0,1169.0,2.0
11820,0.0,4.0,0.0,30.17,21.0,31.0,0.0,67.0,30.16,30.14,10.0,28.0,10.0,0.0,0.0,1899.0,1.0
5545,0.0,0.0,0.0,0.0,23.0,31.0,0.0,72.0,0.0,29.91,10.0,28.0,6.0,0.0,0.0,0.0,1.0
9798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7628,0.0,0.0,0.0,0.0,6.0,30.0,0.0,36.0,0.0,30.71,10.0,23.0,6.0,0.0,0.0,0.0,1.0
3029,0.0,0.0,1.0,0.0,50.0,50.0,0.01,100.0,0.0,29.8,0.12,50.0,23.0,1.0,0.0,0.0,5.0
12069,0.0,14.0,0.0,30.33,14.0,39.0,0.0,36.0,30.33,30.3,10.0,31.0,18.0,0.0,0.0,2148.0,1.0
7053,0.0,0.0,0.0,0.0,0.0,34.0,0.0,23.0,0.0,30.37,10.0,25.0,13.0,0.0,0.0,0.0,0.0
12209,0.0,22.0,0.0,30.47,10.0,28.0,0.0,47.0,30.46,30.45,10.0,23.0,6.0,0.0,0.0,2289.0,0.0
19054,0.0,20.0,1.0,29.83,51.0,51.0,0.0,100.0,29.83,29.8,0.5,51.0,9.0,0.0,0.0,9731.0,3.0
7873,0.0,0.0,0.0,0.0,35.0,45.0,0.0,68.0,0.0,30.42,10.0,41.0,8.0,0.0,0.0,0.0,1.0
13468,0.0,14.0,0.0,30.01,28.0,39.0,0.0,65.0,30.01,29.98,10.0,35.0,5.0,0.0,0.0,3569.0,1.0
7722,0.0,0.0,0.0,0.0,6.0,30.0,0.0,36.0,0.0,30.71,10.0,23.0,6.0,0.0,0.0,0.0,1.0
14865,0.0,22.0,0.0,30.1,43.0,48.0,0.0,83.0,30.1,30.08,10.0,46.0,15.0,0.0,0.0,5099.0,1.0
1454,0.0,0.0,0.0,0.0,-7.0,5.0,0.0,57.0,0.0,30.53,10.0,3.0,14.0,0.0,0.0,0.0,1.0
18272,0.0,7.0,0.0,30.49,22.0,36.0,0.0,57.0,30.49,30.47,10.0,31.0,8.0,0.0,0.0,8876.0,3.0
18569,0.0,21.0,0.0,30.53,35.0,41.0,0.0,79.0,30.53,30.5,10.0,38.0,13.0,0.0,0.0,9173.0,3.0
7247,0.0,0.0,0.0,0.0,0.0,29.0,0.0,28.0,0.0,30.55,10.0,22.0,10.0,0.0,0.0,0.0,2.0
18463,0.0,21.0,0.0,30.53,35.0,41.0,0.0,79.0,30.53,30.5,10.0,38.0,13.0,0.0,0.0,9067.0,3.0
18667,0.0,1.0,0.0,30.52,31.0,41.0,0.0,67.0,30.51,30.5,10.0,37.0,8.0,0.0,0.0,9271.0,1.0
17949,0.0,16.0,0.0,30.31,22.0,38.0,0.0,52.0,30.3,30.29,10.0,32.0,16.0,0.0,0.0,8553.0,3.0
17925,0.0,20.0,0.0,30.35,20.0,36.0,0.0,52.0,30.35,30.32,10.0,30.0,17.0,0.0,0.0,8529.0,1.0
1615,0.0,0.0,0.0,0.0,4.0,17.0,0.0,56.0,0.0,30.42,10.0,14.0,17.0,0.0,0.0,0.0,4.0
7946,0.0,0.0,0.0,0.0,39.0,48.0,0.0,71.0,0.0,30.3,10.0,44.0,18.0,0.0,0.0,0.0,1.0
8546,0.0,0.0,0.0,0.0,29.0,41.0,0.0,62.0,0.0,30.06,10.0,36.0,15.0,0.0,0.0,0.0,1.0
3973,0.0,0.0,0.0,0.0,17.0,29.0,0.0,61.0,0.0,30.53,10.0,25.0,15.0,0.0,0.0,0.0,3.0
7594,0.0,0.0,0.0,0.0,3.0,27.0,0.0,35.0,0.0,30.58,10.0,21.0,6.0,0.0,0.0,0.0,3.0
5567,0.0,0.0,0.0,0.0,23.0,31.0,0.0,72.0,0.0,29.88,10.0,28.0,9.0,0.0,0.0,0.0,1.0
7176,0.0,0.0,0.0,0.0,11.0,24.0,0.0,57.0,0.0,30.29,10.0,20.0,17.0,0.0,0.0,0.0,1.0
1598,0.0,0.0,0.0,0.0,6.0,18.0,0.0,59.0,0.0,30.37,10.0,15.0,20.0,0.0,0.0,0.0,3.0
18830,1.0,16.0,0.0,29.91,52.0,52.0,0.1,100.0,29.91,29.88,0.25,52.0,10.0,1.0,0.0,9457.0,6.0
10675,0.0,23.0,0.0,29.73,35.0,46.0,0.0,66.0,29.73,29.7,10.0,41.0,15.0,0.0,0.0,731.0,1.0
1803,0.0,0.0,0.0,0.0,23.0,30.0,0.0,75.0,0.0,30.06,10.0,28.0,13.0,0.0,0.0,0.0,3.0
18107,0.0,18.0,0.0,30.48,27.0,40.0,0.0,60.0,30.47,30.45,10.0,35.0,9.0,0.0,0.0,8711.0,1.0
10300,0.0,7.0,0.0,30.23,35.0,37.0,0.0,93.0,30.22,30.21,7.0,36.0,0.0,0.0,0.0,275.0,0.0
12014,0.0,4.0,0.0,30.23,26.0,37.0,0.0,65.0,30.23,30.21,10.0,33.0,10.0,0.0,0.0,2093.0,2.0
10033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7139,0.0,0.0,0.0,0.0,0.0,29.0,0.0,28.0,0.0,30.55,10.0,22.0,10.0,0.0,0.0,0.0,2.0
8928,0.0,0.0,0.0,0.0,15.0,30.0,0.0,54.0,0.0,30.04,10.0,25.0,29.0,0.0,0.0,0.0,3.0
19927,0.0,3.0,0.0,30.33,30.0,30.0,0.0,100.0,30.32,30.3,10.0,30.0,5.0,0.0,0.0,10618.0,3.0
772,0.0,0.0,0.0,0.0,7.0,24.0,0.0,48.0,0.0,30.21,10.0,20.0,3.0,0.0,0.0,0.0,3.0
14104,0.0,6.0,0.0,30.38,22.0,33.0,0.0,64.0,30.38,30.35,10.0,29.0,11.0,0.0,0.0,4234.0,3.0
17838,0.0,21.0,0.0,30.36,20.0,35.0,0.0,54.0,30.36,30.34,10.0,30.0,14.0,0.0,0.0,8442.0,1.0
8596,0.0,0.0,0.0,0.0,28.0,40.0,0.0,63.0,0.0,30.04,10.0,35.0,16.0,0.0,0.0,0.0,1.0
2332,0.0,0.0,0.0,0.0,24.0,28.0,0.0,85.0,0.0,30.06,10.0,27.0,14.0,0.0,0.0,0.0,2.0
4424,0.0,0.0,0.0,0.0,32.0,39.0,0.0,76.0,0.0,30.42,10.0,36.0,8.0,0.0,0.0,0.0,1.0
12460,0.0,21.0,0.0,30.54,18.0,31.0,0.0,59.0,30.53,30.51,10.0,27.0,8.0,0.0,0.0,2540.0,0.0
14492,1.0,23.0,0.0,30.26,48.0,48.0,0.04,100.0,30.25,30.24,3.0,48.0,0.0,1.0,0.0,4701.0,3.0
4221,0.0,0.0,0.0,0.0,32.0,39.0,0.0,76.0,0.0,30.42,10.0,36.0,8.0,0.0,0.0,0.0,1.0
17428,0.0,8.0,0.0,30.17,24.0,39.0,0.0,55.0,30.17,30.14,10.0,33.0,16.0,0.0,0.0,7962.0,1.0
19524,0.0,0.0,0.0,30.17,26.0,38.0,0.0,62.0,30.17,30.14,10.0,33.0,18.0,0.0,0.0,10202.0,1.0
9871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5346,0.0,0.0,0.0,0.0,13.0,25.0,0.0,60.0,0.0,30.03,10.0,22.0,8.0,0.0,0.0,0.0,0.0
17158,0.0,19.0,0.0,30.12,28.0,40.0,0.0,63.0,30.11,30.09,10.0,35.0,3.0,0.0,0.0,7692.0,3.0
18557,0.0,15.0,0.0,30.58,30.0,40.0,0.0,68.0,30.58,30.55,10.0,36.0,10.0,0.0,0.0,9161.0,1.0
5361,0.0,0.0,0.0,0.0,13.0,26.0,0.0,57.0,0.0,30.03,10.0,22.0,11.0,0.0,0.0,0.0,0.0
5284,0.0,0.0,0.0,0.0,19.0,36.0,0.0,50.0,0.0,29.98,10.0,30.0,11.0,0.0,0.0,0.0,2.0
14946,1.0,19.0,0.0,29.79,39.0,40.0,0.02,97.0,29.79,29.77,6.0,40.0,21.0,1.0,0.0,5205.0,1.0
1896,0.0,0.0,0.0,0.0,24.0,31.0,0.0,76.0,0.0,30.06,10.0,29.0,11.0,0.0,0.0,0.0,2.0
15874,0.0,15.0,0.0,30.12,25.0,40.0,0.0,55.0,30.11,30.09,10.0,34.0,9.0,0.0,0.0,6287.0,1.0
8888,0.0,0.0,0.0,0.0,11.0,25.0,0.0,55.0,0.0,30.14,10.0,21.0,21.0,0.0,0.0,0.0,1.0
12004,0.0,14.0,0.0,30.33,14.0,39.0,0.0,36.0,30.33,30.3,10.0,31.0,18.0,0.0,0.0,2083.0,1.0
4429,0.0,0.0,0.0,0.0,30.0,33.0,0.0,89.0,0.0,30.37,10.0,32.0,7.0,0.0,0.0,0.0,1.0
14121,0.0,1.0,0.0,30.33,24.0,33.0,0.0,70.0,30.32,30.3,10.0,30.0,10.0,0.0,0.0,4259.0,2.0
13988,0.0,21.0,0.0,30.27,24.0,34.0,0.0,67.0,30.27,30.24,10.0,30.0,5.0,0.0,0.0,4089.0,3.0
3774,0.0,0.0,0.0,0.0,-3.0,24.0,0.0,30.0,0.0,30.58,10.0,18.0,16.0,0.0,0.0,0.0,1.0
3316,0.0,0.0,0.0,0.0,10.0,24.0,0.0,55.0,0.0,30.24,10.0,20.0,25.0,0.0,0.0,0.0,0.0
216,0.0,0.0,0.0,0.0,2.0,17.0,0.0,51.0,0.0,30.35,10.0,14.0,14.0,0.0,0.0,0.0,1.0
10224,0.0,6.0,0.0,30.2,34.0,35.0,0.0,96.0,30.2,30.17,8.0,35.0,0.0,0.0,0.0,194.0,1.0
5291,0.0,0.0,0.0,0.0,18.0,37.0,0.0,46.0,0.0,29.98,10.0,30.0,15.0,0.0,0.0,0.0,3.0
11688,0.0,16.0,0.0,30.17,24.0,38.0,0.0,57.0,30.17,30.14,10.0,33.0,15.0,0.0,0.0,1767.0,1.0
9705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16317,0.0,7.0,0.0,30.14,30.0,30.0,0.0,100.0,30.14,30.11,8.0,30.0,3.0,0.0,0.0,6739.0,1.0
14057,0.0,6.0,0.0,30.38,22.0,33.0,0.0,64.0,30.38,30.35,10.0,29.0,11.0,0.0,0.0,4175.0,3.0
19331,0.0,3.0,0.0,29.86,51.0,51.0,0.0,100.0,29.86,29.83,7.0,51.0,6.0,0.0,0.0,10009.0,1.0
19946,0.0,12.0,0.0,30.3,37.0,44.0,0.0,76.0,30.3,30.27,10.0,41.0,14.0,0.0,0.0,10637.0,2.0
3576,0.0,0.0,0.0,0.0,-4.0,23.0,0.0,30.0,0.0,30.6,10.0,17.0,16.0,0.0,0.0,0.0,1.0
19219,0.0,22.0,0.0,30.19,28.0,40.0,0.0,63.0,30.19,30.16,10.0,35.0,10.0,0.0,0.0,9897.0,3.0
394,0.0,0.0,0.0,0.0,6.0,20.0,0.0,55.0,0.0,30.34,10.0,17.0,17.0,0.0,0.0,0.0,2.0
14375,0.0,2.0,0.0,30.48,41.0,44.0,0.0,89.0,30.47,30.45,10.0,43.0,10.0,0.0,0.0,4570.0,4.0
871,0.0,0.0,0.0,0.0,14.0,28.0,0.0,56.0,0.0,29.98,10.0,24.0,11.0,0.0,0.0,0.0,3.0
2816,0.0,0.0,0.0,0.0,41.0,45.0,0.0,86.0,0.0,30.4,10.0,43.0,5.0,0.0,0.0,0.0,4.0
14703,0.0,18.0,0.0,30.13,41.0,51.0,0.0,69.0,30.13,30.11,10.0,46.0,15.0,0.0,0.0,4930.0,1.0
17427,0.0,12.0,0.0,30.12,26.0,43.0,0.0,51.0,30.12,30.09,10.0,36.0,10.0,0.0,0.0,7961.0,1.0
12181,0.0,23.0,0.0,30.47,11.0,28.0,0.0,49.0,30.47,30.45,10.0,23.0,10.0,0.0,0.0,2261.0,0.0
4098,0.0,0.0,0.0,0.0,16.0,23.0,0.0,74.0,0.0,30.5,10.0,21.0,7.0,0.0,0.0,0.0,1.0
18638,0.0,17.0,0.0,30.6,31.0,38.0,0.0,76.0,30.6,30.58,10.0,35.0,6.0,0.0,0.0,9242.0,2.0
12798,0.0,22.0,0.0,30.18,17.0,33.0,0.0,52.0,30.17,30.16,10.0,28.0,0.0,0.0,0.0,2885.0,4.0
7608,0.0,0.0,0.0,0.0,23.0,34.0,0.0,64.0,0.0,30.64,10.0,30.0,16.0,0.0,0.0,0.0,2.0
8225,0.0,0.0,0.0,0.0,41.0,50.0,0.0,71.0,0.0,30.19,10.0,46.0,0.0,0.0,0.0,0.0,1.0
13160,0.0,13.0,0.0,30.12,22.0,39.0,0.0,50.0,30.11,30.09,10.0,33.0,11.0,0.0,0.0,3259.0,1.0
19827,1.0,20.0,0.0,30.02,45.0,45.0,0.17,100.0,30.02,30.0,3.0,45.0,16.0,1.0,0.0,10512.0,3.0
8813,0.0,0.0,0.0,0.0,14.0,28.0,0.0,56.0,0.0,30.08,10.0,24.0,23.0,0.0,0.0,0.0,1.0
12288,0.0,14.0,0.0,30.33,14.0,39.0,0.0,36.0,30.33,30.3,10.0,31.0,18.0,0.0,0.0,2368.0,1.0
2288,0.0,0.0,0.0,0.0,28.0,39.0,0.0,65.0,0.0,30.14,10.0,35.0,13.0,0.0,0.0,0.0,0.0
1943,0.0,0.0,0.0,0.0,14.0,26.0,0.0,60.0,0.0,30.16,10.0,22.0,9.0,0.0,0.0,0.0,3.0
5721,0.0,0.0,0.0,0.0,26.0,50.0,0.0,39.0,0.0,29.85,10.0,40.0,18.0,0.0,0.0,0.0,3.0
9260,0.0,0.0,0.0,0.0,16.0,30.0,0.0,56.0,0.0,30.11,10.0,26.0,14.0,0.0,0.0,0.0,1.0
14378,0.0,18.0,0.0,30.35,48.0,48.0,0.01,100.0,30.34,30.32,10.0,48.0,7.0,1.0,0.0,4573.0,3.0
4057,0.0,0.0,0.0,0.0,7.0,17.0,0.0,64.0,0.0,30.64,10.0,15.0,16.0,0.0,0.0,0.0,2.0
14063,0.0,13.0,0.0,30.41,36.0,38.0,0.01,93.0,30.41,30.38,10.0,37.0,6.0,0.0,0.0,4183.0,1.0
10466,1.0,15.0,0.0,29.64,53.0,53.0,0.01,100.0,29.64,29.62,0.25,53.0,7.0,0.0,0.0,494.0,4.0
891,0.0,0.0,0.0,0.0,8.0,26.0,0.0,46.0,0.0,30.22,10.0,21.0,7.0,0.0,0.0,0.0,3.0
275,0.0,0.0,0.0,0.0,-5.0,18.0,0.0,35.0,0.0,30.32,10.0,13.0,20.0,0.0,0.0,0.0,1.0
8575,0.0,0.0,0.0,0.0,31.0,43.0,0.0,63.0,0.0,30.09,10.0,38.0,18.0,0.0,0.0,0.0,3.0
12222,0.0,14.0,0.0,30.33,14.0,39.0,0.0,36.0,30.33,30.3,10.0,31.0,18.0,0.0,0.0,2302.0,1.0
4723,1.0,0.0,0.0,0.0,34.0,35.0,0.01,96.0,0.0,30.21,3.0,35.0,13.0,0.0,1.0,0.0,3.0
11068,0.0,10.0,0.0,29.96,23.0,40.0,0.0,51.0,29.96,29.93,10.0,34.0,21.0,0.0,0.0,1147.0,2.0
10434,1.0,22.0,0.0,29.61,53.0,53.0,0.0,100.0,29.61,29.59,1.0,53.0,7.0,0.0,0.0,452.0,2.0
3427,0.0,0.0,0.0,0.0,10.0,24.0,0.0,55.0,0.0,30.24,10.0,20.0,25.0,0.0,0.0,0.0,0.0
14457,0.0,21.0,0.0,30.3,48.0,48.0,0.02,100.0,30.3,30.27,10.0,48.0,0.0,1.0,0.0,4658.0,1.0
2595,0.0,0.0,0.0,0.0,20.0,33.0,0.0,58.0,0.0,30.5,10.0,29.0,7.0,0.0,0.0,0.0,1.0
12276,0.0,16.0,0.0,30.37,13.0,34.0,0.0,42.0,30.37,30.35,10.0,27.0,14.0,0.0,0.0,2356.0,1.0
4948,0.0,0.0,0.0,0.0,9.0,27.0,0.0,46.0,0.0,30.06,10.0,22.0,8.0,0.0,0.0,0.0,1.0
5125,0.0,0.0,0.0,0.0,16.0,26.0,0.0,66.0,0.0,30.06,10.0,23.0,9.0,0.0,0.0,0.0,2.0
7708,0.0,0.0,0.0,0.0,19.0,32.0,0.0,59.0,0.0,30.61,10.0,28.0,7.0,0.0,0.0,0.0,1.0
19539,0.0,20.0,0.0,30.3,32.0,35.0,0.0,89.0,30.3,30.27,10.0,34.0,0.0,0.0,0.0,10217.0,1.0
17303,0.0,0.0,0.0,30.0,25.0,39.0,0.0,57.0,30.0,29.98,10.0,34.0,25.0,0.0,0.0,7837.0,2.0
17050,0.0,10.0,0.0,29.52,32.0,45.0,0.0,61.0,29.52,29.49,10.0,39.0,24.0,0.0,0.0,7574.0,3.0
13197,0.0,14.0,0.0,30.12,20.0,39.0,0.0,46.0,30.12,30.09,10.0,32.0,11.0,0.0,0.0,3298.0,1.0
6443,0.0,0.0,0.0,0.0,28.0,44.0,0.0,53.0,0.0,29.72,10.0,38.0,18.0,0.0,0.0,0.0,1.0
16259,0.0,12.0,0.0,30.09,38.0,45.0,0.0,77.0,30.08,30.06,10.0,42.0,5.0,0.0,0.0,6678.0,1.0
14632,1.0,1.0,0.0,30.23,49.0,49.0,0.03,100.0,30.23,30.21,3.0,49.0,3.0,1.0,0.0,4856.0,2.0
5717,0.0,0.0,0.0,0.0,26.0,52.0,0.0,37.0,0.0,29.85,10.0,41.0,21.0,0.0,0.0,0.0,1.0
16038,0.0,5.0,0.0,30.18,17.0,26.0,0.0,69.0,30.18,30.16,10.0,23.0,6.0,0.0,0.0,6451.0,0.0
2029,0.0,0.0,0.0,0.0,19.0,31.0,0.0,61.0,0.0,30.06,10.0,27.0,9.0,1.0,0.0,0.0,3.0
15568,0.0,17.0,0.0,30.14,15.0,33.0,0.0,47.0,30.13,30.11,10.0,27.0,15.0,0.0,0.0,5981.0,1.0
19929,0.0,9.0,0.0,30.39,37.0,43.0,0.0,80.0,30.39,30.37,10.0,40.0,9.0,0.0,0.0,10620.0,3.0
2057,0.0,0.0,0.0,0.0,23.0,43.0,0.0,45.0,0.0,30.14,10.0,35.0,20.0,0.0,0.0,0.0,1.0
17673,0.0,23.0,0.0,30.14,24.0,37.0,0.0,59.0,30.14,30.11,10.0,32.0,15.0,0.0,0.0,8265.0,1.0
10108,0.0,13.0,0.0,30.19,35.0,45.0,0.0,68.0,30.19,30.16,10.0,41.0,7.0,0.0,0.0,65.0,1.0
14600,1.0,2.0,0.0,30.23,48.0,48.0,0.03,100.0,30.23,30.21,3.0,48.0,3.0,1.0,0.0,4822.0,2.0
4237,0.0,0.0,0.0,0.0,23.0,26.0,0.0,88.0,0.0,30.5,10.0,25.0,3.0,0.0,0.0,0.0,3.0
8703,1.0,0.0,0.0,0.0,28.0,30.0,0.02,92.0,0.0,29.98,2.5,29.0,10.0,0.0,1.0,0.0,1.0
7726,0.0,0.0,0.0,0.0,9.0,35.0,0.0,34.0,0.0,30.69,10.0,27.0,6.0,0.0,0.0,0.0,0.0
6656,1.0,0.0,0.0,0.0,47.0,47.0,0.02,100.0,0.0,29.75,0.5,47.0,20.0,0.0,0.0,0.0,3.0
18799,0.0,20.0,1.0,29.83,51.0,51.0,0.0,100.0,29.83,29.8,0.5,51.0,9.0,0.0,0.0,9415.0,3.0
17034,0.0,23.0,0.0,29.97,26.0,40.0,0.0,58.0,29.97,29.95,10.0,35.0,18.0,0.0,0.0,7558.0,1.0
12499,0.0,15.0,0.0,30.47,18.0,35.0,0.0,50.0,30.47,30.45,10.0,29.0,15.0,0.0,0.0,2579.0,1.0
4802,0.0,0.0,0.0,0.0,10.0,33.0,0.0,38.0,0.0,29.91,10.0,26.0,17.0,0.0,0.0,0.0,1.0
3008,0.0,0.0,0.0,0.0,39.0,40.0,0.0,97.0,0.0,30.35,10.0,40.0,0.0,0.0,0.0,0.0,2.0
1351,0.0,0.0,0.0,0.0,-10.0,12.0,0.0,36.0,0.0,30.27,10.0,8.0,23.0,0.0,0.0,0.0,1.0
18208,0.0,9.0,0.0,30.51,26.0,38.0,0.0,62.0,30.51,30.48,10.0,33.0,7.0,0.0,0.0,8812.0,1.0
14242,0.0,19.0,0.0,30.48,39.0,42.0,0.0,89.0,30.48,30.45,10.0,41.0,9.0,0.0,0.0,4414.0,3.0
17739,0.0,10.0,0.0,30.28,24.0,40.0,0.0,53.0,30.28,30.25,10.0,34.0,20.0,0.0,0.0,8343.0,2.0
16318,0.0,11.0,0.0,30.11,37.0,45.0,0.0,74.0,30.11,30.09,10.0,41.0,0.0,0.0,0.0,6740.0,1.0
6621,1.0,0.0,0.0,0.0,47.0,47.0,0.05,100.0,0.0,29.72,0.12,47.0,20.0,1.0,0.0,0.0,6.0
5853,0.0,0.0,0.0,0.0,34.0,42.0,0.0,73.0,0.0,30.17,10.0,39.0,5.0,0.0,0.0,0.0,4.0
10346,1.0,6.0,0.0,29.86,48.0,48.0,0.07,100.0,29.86,29.83,2.0,48.0,11.0,1.0,0.0,336.0,3.0
10204,0.0,5.0,0.0,30.19,34.0,35.0,0.0,96.0,30.19,30.16,10.0,35.0,5.0,0.0,0.0,169.0,1.0
19141,1.0,0.0,0.0,29.85,54.0,54.0,0.0,100.0,29.85,29.83,6.0,54.0,13.0,0.0,0.0,9819.0,2.0
18756,0.0,14.0,0.0,30.59,29.0,42.0,0.0,60.0,30.59,30.56,10.0,37.0,9.0,0.0,0.0,9362.0,1.0
17417,0.0,23.0,0.0,30.1,33.0,38.0,0.01,83.0,30.1,30.08,10.0,36.0,6.0,1.0,0.0,7951.0,4.0
13984,0.0,13.0,0.0,30.14,23.0,40.0,0.0,51.0,30.14,30.11,10.0,34.0,11.0,0.0,0.0,4085.0,3.0
13310,0.0,10.0,0.0,30.15,25.0,38.0,0.0,60.0,30.15,30.12,10.0,33.0,0.0,0.0,0.0,3411.0,2.0
